cycle,core_id,input_addr,input_data
6,0,129,ffe3
7,0,137,fff7
8,0,133,001b
9,0,141,0012
30,0,131,0000
31,0,139,ffe9
32,0,135,0014
33,0,143,ffec
55,0,128,fff3
56,0,136,001b
57,0,132,fff7
58,0,140,0000
67,0,130,ffe3
68,0,138,ffee
69,0,134,0006
70,0,142,ffeb
