route,source,core_count,target_mhz,cnt_test,theoretical_time_us,fft_speed_10k_per_s,official_random,basic_instruction,wns_ns,tns_ns,whs_ns,ths_ns,lut,ff,dsp,bram,drc,methodology,bitstream,board_status,notes
V61_testrom_addr_stable_300,V60_component_owner_300,16,300,38,0.127,789.47,PASS,PASS,+0.162,0.000,+0.043,0.000,16712,13140,0,0,0 checks found,0 checks found,D:/vivado_work/routes_ultra/mcu_fft_v61_testrom_addr_stable_300/mcu_fft_board.runs/impl_1/board_top.bit,not_board_verified,"Same cnt_test as V60; removes unnecessary is_test_rom gating from test_rom_addr; WNS improved from +0.014 ns to +0.162 ns"

